batch_id,batch_text_id,text_id,metadata_id,annotator_id,text,initial_paragraph,topic,is_noise_or_spam_text,related_to_election_2024,toxicity,profanity_obscenity,threat_incitement_to_violence,insults,identity_attack,sexually_explicit,category_count
2,36,2-36,51109,20,Eks FPI di Sumut Jagokan Anies Kompas Umur 13 Kompas Teroris Qontol Djaja Belanda Russia Israel Ozil Iran Hamas Taliban,,"Terpolarisasi, Jewish",0,1,1,1,0,1,0,0,2
2,37,2-37,62433,20,Ketua @DPR_RI @puanmaharani_ri menyapa warga negara Indonesia yang berada di Jepang. Hal tersebut ia lakukan dalam rangkaian kunjungan kerjanya ke negeri matahari terbit tersebut. _____ Saw X Gibran Kamis Yahudi Sore MotoGP,,Jewish,0,0,0,0,0,0,0,0,0
2,38,2-38,57628,20,anjir tadi ustad kholid nyanyi american idiot jir,,Disabilitas,0,0,0,0,0,0,0,0,0
2,39,2-39,47734,20,"Wakakaka. Seleb twitter gay yang melakukan hal buruk ke gue (di dating app), gawainya kejambretan di jalan Thamrin wkwkwk. Gue turut sedih dan thank you udah sharing. Gue bisa waspada juga. Tapi entah kenapa, gue ngakak aja setiap lihat dia tertimpa masalah wakakakaka. 🤣🤭",,"LGBTQ+, Terpolarisasi",0,0,1,0,0,0,1,0,1
2,40,2-40,101537,20,"Dalam sebuah pemakaman seorang warga yahudi .. dng meratap -meraung2, mereka bersumpah tak akan menghuni lagi tempat di gaza krn sudah tak ada rasa aman.. ~minggat saja lah kelen semua dr tanah jajahan negara kelen.. 😡😡",,"Terpolarisasi, Jewish",0,0,1,0,0,0,1,0,1
2,41,2-41,83657,20,buruk gila sponsor chelsea ew,,Disabilitas,0,0,1,0,0,1,0,0,1
2,42,2-42,47850,20,Lebih dari 5.000 roket ditembakkan dari Jalur Gaza ke Israel pada hari Sabtu (7/10).,,Jewish,0,0,0,0,0,0,0,0,0
2,43,2-43,117960,20,"Alhamdulillah Tank tempur zionis masuk perangkap diserang dari kanan,kiri,depan belakang ...Semoga Mujahidin berhasil Kalahkan kaum Yahudi terlaknat",,"Terpolarisasi, Jewish",0,0,1,0,1,0,1,0,2
2,44,2-44,69832,20,KNP JEON WONWOO INI LEWAT FYP TRUS?!?!??! MW AK GILA KH?!!!!!!,,Disabilitas,0,0,0,0,0,0,0,0,0
2,45,2-45,1663,20,Kompetisi bulu tangkis level elite kembali dilanjutkan dengan China Open 2023 yang akan akan mulai bergulir pada pekan depan. Catat jadwalnya!,,Tionghoa,0,0,0,0,0,0,0,0,0
2,46,2-46,14460,20,"Sebab pengepungan karena Orang-orang Yahudi yang diusir lalu ditempatkan di Khaibar, sebuah wilayah di luar Kota Madinah. Hal itu membuat mereka kecewa dan marah. Mereka terdiri atas dua suku utama, yaitu Bani Nadhir dan Bani Wail.#8elajarSiroh",,"Terpolarisasi, Jewish",0,0,0,0,0,0,0,0,0
2,47,2-47,107433,20,"tolong yaa para biadab israel ini, cukupp cukuppp, gue gakuat kalau liat tuh, udh terlalu banyak innocent people yang jadi korban lu",,"Terpolarisasi, Jewish",0,0,1,1,0,0,0,0,1
2,48,2-48,157940,20,"Aku cen duduk spek cah konser sih, kerumunan ekstrim ini membuatku gila",,Disabilitas,1,0,0,0,0,0,0,0,0
2,49,2-49,6898,20,Gila sih ini harganya murah mencret,,Disabilitas,1,0,0,0,0,0,0,0,0
2,50,2-50,5568,20,Gila kemacetan Jakarta pagi ini,,Disabilitas,0,0,0,0,0,0,0,0,0
2,51,2-51,30717,20,capek bgt dengerin org gila ngmg,,Disabilitas,1,0,0,0,0,0,0,0,0
2,52,2-52,106884,20,"Hasil Pengeluaran CHINA Hari ini Selasa, 31 Oktober 2023 Prize 1 : 9177 SHIO : BABI Prize 2 : 9239 Prize 3 : 3933 Selamat Kepada Pemenang, Salam JP",,Tionghoa,1,0,0,0,0,0,0,0,0
2,53,2-53,97799,20,di saat banyak korban yg larut oleh kesedihan yg mendalam- pertanyaan mereka masih saja Menyudutkan Mujahid Woooi Yg teroris itu Zionis bukan Hamas ‼️,,"Terpolarisasi, Jewish",0,0,1,0,0,0,1,0,1
2,54,2-54,30857,20,"Deretan foto berikut memperlihatkan Perdana Menteri Korea Selatan Han Duck-soo tiba di Hangzhou, ibu kota Provinsi Zhejiang, China timur, pada 23 September 2023. Han Duck-soo pada Sabtu (23/9) tiba untuk menghadiri upacara pembukaan Asian Games ke-19",,Tionghoa,0,0,0,0,0,0,0,0,0
2,55,2-55,21690,20,"China Investasi US$11,5 M, Apa Untung Buat Warga Rempang?",,"Terpolarisasi, Tionghoa",0,0,1,0,0,0,1,0,1
2,56,2-56,152807,20,"Kalo beneran yang ga jawab assalamualaikkum itu dosa, mohon maaf orang bisu tuli sangat dirugikan 😔",,"Disabilitas, Terpolarisasi",0,0,1,0,0,0,1,0,1
2,57,2-57,62745,20,ANIES HORMATI PENDAHULU [RETWEET UNTUK MENANGKAN RP.165 RIBU CENTANG BIRU] #AniesMuhaimin2024 Irene Spek VOC Yahudi Gaza Hamas #WujudkanPemiluDamai Gibran iPod Apple Music Ducati Israel Kiai Thoifur #FreePalastine #anisd OPPO ENCO AIR 3 KEREN #SEASPIRITxJunSeongHo #GalaxyTabS9FE…,,"Terpolarisasi, Jewish",0,1,0,0,0,0,0,0,0
2,58,2-58,16383,20,"#SobatBUMN, Beijing (13/09) - Telah dilaksanakan Non Disclosure Agreement (NDA) antara PT Indra Karya (Persero) dan China Water Resources Beifang Investigation, Design and Research Co. Ltd (BIDR) yang bertempat di Hotel Hilton Beijing, Chaoyang Tiongkok",,Tionghoa,0,0,0,0,0,0,0,0,0
2,59,2-59,144992,20,"Serang Rumah Sakit dengan Dalih Hamas Sembunyikan Infrastruktur Militer, Zionis Israel Langgar Hukum Internasional",,Jewish,0,0,0,0,0,0,0,0,0
2,60,2-60,40169,20,"Jangan terlalu baik untuk menolong, kadang kebaikan kita malah jadi bumerang bagi kita 😭 Inspirasi dari mana, abis nolong kucing malah kita yang di gigit membabi buta sama kucingnya 😭🤏",,Disabilitas,0,0,0,0,0,0,0,0,0
2,61,2-61,54755,20,Knp sih Israel membuat kekacauan dimana². Itu membuat geram negara² lain,,"Terpolarisasi, Jewish",0,0,1,0,0,0,1,0,1
2,62,2-62,154111,20,gila tidur gue ancur banget seminggu ini,,Disabilitas,0,0,0,0,0,0,0,0,0
2,63,2-63,86120,20,"Apabila standar pemikiran kita kepada Allah, semua problem masalah didunia akan selesai. Israel dan Palestina, kita berpihak kemana? Tinggal kita ikuti standar kita, klo kita pakai Alqouran dan Sunnah pasti kita mendukung Palestina, kalau selain itu pasti dukung Israel.",,"Terpolarisasi, Jewish",0,0,1,0,0,0,1,0,1
2,64,2-64,22409,20,"Beritahu aku bagaimana kamu sanggup menyimpan hati lain dirimu selain aku, sedangkan aku buta untuk melihat warna lainnya.",,Disabilitas,0,0,0,0,0,0,0,0,0
2,65,2-65,76907,20,Foto termahal 2023 ada lawan Tahukah anda ini dimana Cawapres Erick Thohir Gibran 349 T Mahfud Sara Wijayanto PDIP #BreakingNews Selingkuh Khofifah Projo Dukung Prabowo Foto Termahal 2023 Mamat Madura #FreePalestine GAMA Rabu GoFud Gibran Jokowi Gaza China,,Tionghoa,1,1,0,0,0,0,0,0,0
2,66,2-66,64665,20,"Allah tau gue gapernah dipertemukan dengan orang modelan nam joo hyuk, karna kalo ketemu bakal PINGSAN GULING GULING LARI NAIK KE ATAS POHON NYELEM DANAU TERIAK TERIAK PINGSAN LAGI LARI LAGI",,Jewish,0,0,0,0,0,0,0,0,0
2,67,2-67,23188,20,"Senin, 18 September 2023 Result China Pools Hari Ini Prize 1 : 3988 | Shio : Tikus Prize 2 : 8871 Prize 3 : 1526 Sah ya bosku, Selamat untuk Kemenangan di China Pools ! #resulttogel #keluarantogel #datakeluarantogel #chinapools #agen95 #infopoolsagen95 #agen95official",,Tionghoa,0,0,0,0,0,0,0,0,0
2,68,2-68,76975,20,ORG UDH TOLOL HAMPIR GILA MASIH DISALAH2IN TOLOL EMANG ! SIAPA YG GAMAU MATI TERUS NGOMONGNYA KALO KAYAGINI,,Disabilitas,1,0,1,1,0,1,0,0,2
2,69,2-69,37931,20,"Sasar Gen Z, Makanan Cepat Saji Otentik China Hadir di Jalan Sabang",,Tionghoa,0,0,0,0,0,0,0,0,0
2,70,2-70,27309,20,sampai sekarang sih wkwk mengontrol diri buat ga gila aja sebenarnya,,Disabilitas,1,0,0,0,0,0,0,0,0
2,71,2-71,46637,20,Ribuan Tahanan Palestina Mogok Makan di Penjara Israel via @arrahmah,,Jewish,0,0,0,0,0,0,0,0,0
2,72,2-72,18460,20,"China hampir setara amerika, jadi saya duga mereka juga menggunakan agen-agen kunyuk dalam upayanya menginvasi Indonesia.",,"Terpolarisasi, Tionghoa",0,0,1,1,0,1,0,0,2
2,73,2-73,37522,20,Drop bgt gila badan gue,,Disabilitas,1,0,0,0,0,0,0,0,0
2,74,2-74,41200,20,"Konser One Ok Rock kemaren bagus banget dalam segala aspek, kecuali venue-nya (kalo seating). Maybe standing better lah. Itu seating gila takut banget roboh gue..",,Disabilitas,0,0,0,0,0,0,0,0,0
2,75,2-75,80729,20,Kalo gw punya kekuatan Super saiyan jin blue ingin ku bumihanguskan israel . Sekali kame kameha langsung ludes tuh negara zionis.,,"Terpolarisasi, Jewish",0,0,1,0,1,0,0,0,1
2,76,2-76,36566,20,"Kmren ak liat karnapal ad cwo berantem gtu rame2 gila pdhl cmn satu yg bermasalah knp yg lain heboh pula. Maksudnya kya klo emg mau berantem by one aja gtu biar kami nonton juga smpe hbis, yg lain ikutan heboh juga mana pada bau.",,Disabilitas,0,0,0,0,0,0,0,0,0
2,77,2-77,100500,20,teh jasmine berasa di china,,Tionghoa,0,0,0,0,0,0,0,0,0
2,78,2-78,65299,20,"📢CSOWIN Situs Slot Online Paling Gacor Terpercaya, Gampang Maxwin Minimal Deposit Hanya 5k 🔍Cari Kami Di Google Ketik : CSOWIN #csowin #slotgacor #slotonline #slotdana #slotgopay #slotthailand #slotkamboja #slotvietnam lokercot Arhan Israel SalmaSalsabil TimnasDay FreeGaza",,Jewish,0,0,0,0,0,0,0,0,0
2,79,2-79,11829,20,"Cetak Gol Lawan Chinese Taipe di Piala Asia U-23, Selebrasi Hokky Caraka Tuai Pro dan Kontra",,Tionghoa,0,0,0,0,0,0,0,0,0
2,80,2-80,19721,20,"Ini kenapa drama Cina yg menarik perhatianku genre & plotnya sama semua?😂😂😂. Romcom, si cowok punya anak tpi ga tau, ditakdirkan ketemu lagi ma si cewek, kemudian hidup bahagia dengan anak mereka. Kayak,,, tema fanfic IR yg sering kubaca di ff deh lol",,Tionghoa,0,0,0,0,0,0,0,0,0
2,81,2-81,64051,20,"Kayanya seperti kemaren nih Bosku , CHINA gaskan Balaskan sydney sikat jangan kasih kendor",,Tionghoa,0,0,0,0,0,0,0,0,0
2,82,2-82,10060,20,kata gue teh gila,,Disabilitas,1,0,0,0,0,0,0,0,0
2,83,2-83,46229,20,gila dengerin bruno major jam segini berasa banget deep nya,,Disabilitas,0,0,0,0,0,0,0,0,0
2,84,2-84,162645,20,Diplomasi warung kopi . tag || Willy Dozan Dyandra Sasuke Biden LGBT KDRT Qory Fix You Hindia VOTE FOR JUNGKOOK 15 M My Universe Kpopers ||,,LGBTQ+,1,0,0,0,0,0,0,0,0
2,85,2-85,100925,20,Pengalaman Ganjar - Mahfud MD . tag || Mega Ganjar Presiden Rest in Peace Fikri Red Sparks Kiky Jatinangor Fuji Ya Allah Israel Kashmir Elon Assange Malming Kitten Bahlil Unilever Siang ||,,Jewish,1,1,0,0,0,0,0,0,0
2,86,2-86,20210,20,Angka Result Pasaran CHINA Hari Ini : SABTU 16-09-2023 Result : 7 3 2 6 SHIO : HARIMAU Selamat Kepada Para Pemenang !,,Tionghoa,1,0,0,0,0,0,0,0,0
2,87,2-87,155806,20,"HASIL PENGELUARAN CHINA Hari Ini SELASA, 14 November 2023 Prize 1 : 2489, SHIO : BABI Prize 2 : 4770 Prize 3 : 5103 Selamat Kepada Pemenang, Salam JP #hokbentoto #slotgacor #SlotOnline #bandartogel #togelonlineterpercaya #livegame #pragmaticplay #resulttotomacau #slotmaxwin",,Tionghoa,1,0,0,0,0,0,0,0,0
2,88,2-88,122266,20,Perdana Menteri Israel Terus Merujuk pada Ayat Kitab Suci untuk Pembenaran Serangan Brutal di Gaza -,,"Terpolarisasi, Jewish",0,0,0,0,0,0,0,0,0
2,89,2-89,22127,20,Cuman pen nanya? Apa bener para presiden terpilih ga bisa lepas dari campur tangan china dan amerika?,,Tionghoa,0,0,0,0,0,0,0,0,0
2,90,2-90,135854,20,Capresnya cacat sejarah. Cawapresnya cacat hukum.,,"Disabilitas, Terpolarisasi",0,1,1,0,0,1,0,0,1
2,91,2-91,28862,20,"Kirain orang gila yg waktu itu, sampe puter balik nunggu orang lain lewat. Eh ternyata hanya bapak2 lagi ngopi",,Disabilitas,0,0,0,0,0,0,0,0,0
2,92,2-92,61095,20,Hasil Survei: Sebagian Warga China Masih Enggan untuk Beli Rumah,,Tionghoa,0,0,0,0,0,0,0,0,0
2,93,2-93,9933,20,Forum Syair China – Kode Syair China 11 September 2023,,Tionghoa,1,0,0,0,0,0,0,0,0
2,94,2-94,13552,20,"PENGADILAN Tata Usaha Negara (PTUN) Bandung, Jawa Barat (Jabar), menolak gugatan para penggugat atas lahan Sekolah Dasar Negeri (SDN) Pondok Cina (Pocin) 1, Senin (11/9). Sumber:",,Tionghoa,0,0,0,0,0,0,0,0,0
2,95,2-95,46025,20,Seorang anggota polisi mencoba bunuh diri gara-gara kalah main judi online dan banyak utang karna gila judi online. #judislotonline #JudiOnline #IndonesiaDaruratJudiOnline,,Disabilitas,0,0,0,0,0,0,0,0,0
2,96,2-96,6966,20,"SAHH JP PAUS 432D dan CB Hasil Pengeluaran CHINA Hari Ini selasa, 6 SEPTEMBER 2023 Selamat Kepada Pemenang gabung WhatsApp ke 0812-1309-0465. SUKSES BERSAMA DOSEN PAITO #dosenpaito #angkajitu #angkamaintogel",,Tionghoa,1,0,0,0,0,0,0,0,0
2,97,2-97,50267,20,"Jelang Pilpres AS 2024, Republik Salahkan Biden Atas Serangan Hamas ke Israel",,Jewish,0,0,0,0,0,0,0,0,0
2,98,2-98,45927,20,Kata gw gila si,,Disabilitas,1,0,0,0,0,0,0,0,0
2,99,2-99,49195,20,"Ini baru HAMAS,, BRIGADE AL QASSAM & HIZBULLAH z udh KOCAR KACIR... bagaimana jika JANJI ALLAH SWT sudah DATANG buat Bangsa YAHUDI,,dimana Smua UMAT ISLAM SELURUH DUNIA akan MEMBURU,,MEMBUNUH & MEMBINASAKAN KAUM YAHUDI hingga tak tersisa 1pun di dunia",,"Terpolarisasi, Jewish",0,0,1,0,1,0,1,0,2
2,100,2-100,150892,20,Yahudi pesek salah satunya juga yg terkena indoktrinasi (atau duit) macem ginian ... _______,,"Terpolarisasi, Jewish",0,0,1,0,0,1,0,0,1
2,101,2-101,127769,20,gila nih akhir tahun kerjaan numpuk,,Disabilitas,1,0,0,0,0,0,0,0,0
2,102,2-102,94091,20,"Kim Chaewon LE SSERAFIM, Soyeon (G)I-DLE, hingga penyanyi Park Sun Joo diduga ada dalam pusaran kasus narkoba. Agensi langsung bantah.",,Jewish,0,0,0,0,0,0,0,0,0
2,103,2-103,25498,20,"Punye hobi baru, yaitu jatok endingnye kaki terkilir. Karne aku gendut ke makenye suke kehilangan keseimbangan?",,Disabilitas,0,0,0,0,0,0,0,0,0
2,104,2-104,152866,20,Ganjar Capres Pertama Yang Tolak Israel dan Dukung Palestina. #Ganjarmahfud #ganjarmahfudpilihanterbaik #GanjarmahfudBawaKemajuan #ganjarmahfud2024 #ganjarpresiden,,"Terpolarisasi, Jewish",0,1,0,0,0,0,0,0,0
2,105,2-105,24400,20,"Miliarder China Bangkrut, Jadi Tukang Sosis Pinggir Jalan",,Tionghoa,0,0,0,0,0,0,0,0,0
2,106,2-106,32185,20,"Jadi Tren, Wanita di China Gunakan Stiker Pusar Palsu Agar Kaki Terlihat Jenjang",,Tionghoa,0,0,0,0,0,0,0,0,0
2,107,2-107,123641,20,"Aksi belaPalestina tidak hanya terjadi di Jakarta. Dari Washington, Milan, hingga Paris, puluhan ribu demonstran pro-Palestina melakukan unjuk rasa, menyerukan penghentian pemboman Israel di Jalur Gaza. #Internasional #AdadiKompas",,Jewish,0,0,0,0,0,0,0,0,0
2,108,2-108,132615,20,Ngopi biar gak buta masa lalu,,Disabilitas,1,0,0,0,0,0,0,0,0
2,109,2-109,59144,20,"Fyp penuh nubuatan² yg ""mungkin"" sedang terjadi tapi please ini satu vt mengutip ttg perang yg udh terjadi sebelum masehi maksudnya -____- ini dong buta huruf k sok²an cocoklogi e.",,Disabilitas,1,0,0,0,0,0,0,0,0
2,110,2-110,152680,20,Drama Baru Kim Nam Joo dan Cha Eun Woo Akan Tayang Tahun Depan Melalui MBC,,Jewish,0,0,0,0,0,0,0,0,0
2,111,2-111,156495,20,Ganjar & Mahfud tanpa cacat moral dan dosa masa lalu!! Optimis menang satu putaran GAMA Satu Putaran Menang 1Putaran,,"Disabilitas, Terpolarisasi",0,1,0,0,0,0,0,0,0
2,112,2-112,42976,20,"ac di sini tuh emang ga pernah di-cek atau diservis gt kah? bolak balik dpt kelas yang freonnya abis, gila lo Malang lagi panas gini, kaya dipanggang rasanya anjg",,Disabilitas,0,0,1,1,0,0,0,0,1
2,113,2-113,64235,20,Cinta membuat kita gila,,"Disabilitas, Terpolarisasi",0,0,0,0,0,0,0,0,0
2,114,2-114,677,20,Biaya Membengkak Kereta Cepat Buatan China di Indonesia Tertunda,,Tionghoa,0,0,0,0,0,0,0,0,0
2,115,2-115,68288,20,"Rangkaian foto yang diabadikan pada 12 Oktober 2023 ini menunjukkan para petani sedang memanen kapas di Korla, Daerah Otonom Uighur Xinjiang, China barat laut",,Tionghoa,0,0,0,0,0,0,0,0,0
2,116,2-116,108435,20,Laper terus :( Takut gendut lagi,,Disabilitas,0,0,0,0,0,0,0,0,0
2,117,2-117,57824,20,"PBNU mengeluarkan 7 pernyataan sikap terkait konflik antara Israel dengan kelompok militan Palestina, Hamas.",,Jewish,0,0,0,0,0,0,0,0,0
2,118,2-118,142962,20,Hanyar Ganjar Pranowo Capres yang berani tolak Israel saat piala dunia U-20,,"Terpolarisasi, Jewish",0,1,0,0,0,0,0,0,0
2,119,2-119,23204,20,"Ganjar menekankan, pandemi harus menjadi momentum untuk mendorong sektor kesehatan ke arah yang lebih baik. #GanjarIntelektual #GaspolGanjar Piting Sudoku BRIGHT IN LONDON Mahasiswa WE LOVE YOU JENNIE Hoax iOS 17 Umur 22 FISIP UI MIN AKU NCTZEN MIN TKA China",,Tionghoa,0,1,0,0,0,0,0,0,0
2,120,2-120,51035,20,Lewat program magang Ganjar luluskan lulusan SMK bisa gapai mimpinya Iran South Korea Prince Mateen Russia Israel #QatarGP Qontol Kylie Palestinian Djaja Islam Kompas Teroris Taliban Netanyahu Jerusalem Ozil G.O.A.T The United States Iron Dome Sumut,,Jewish,0,1,0,0,0,0,0,0,0
2,121,2-121,155708,20,"Kehadiran wisatawan China di Bali telah lama menjadi magnet bagi industri pariwisata Pulau Dewata. Namun, muncul kekhawatiran terkait praktik jual beli kepala yang marak pada belasan tahun lalu, kembali terjadi.",,Tionghoa,0,0,0,0,0,0,0,0,0
2,122,2-122,100848,20,"boom otak gue mau pecah setelah kek kok ada ya manusia sekeji rakyat israel dan dimana jing peri kemanusiaan mereka😭😭 udah gitu gue nonton aktivis pembela zionist, jing lah mereka bisa2nya ngefitnah HAMAS yang ada di palestine😭😭",,"Terpolarisasi, Jewish",0,0,1,1,0,0,1,0,2
